x,y,isInArea
-5.33683,1.61094,1
6.54463,0.956908,1
-6.54463,0.956908,1
4.41069,1.85152,0
-4.41069,1.85152,0
6.01014,0.191989,1
-6.01014,0.191989,1
6.01272,-1.9133,1
-6.01272,-1.9133,1
5.20127,-0.965169,1
-5.20127,-0.965169,1
6.79144,-2.07689,0
-6.79144,-2.07689,0
4.83805,-1.77078,1
-4.83805,-1.77078,1
6.07169,0.579179,1
-6.07169,0.579179,1
6.325,2.18273,0
-6.325,2.18273,0
4.53126,0.367775,0
-4.53126,0.367775,0
5.95305,-0.707487,1
-5.95305,-0.707487,1
4.92569,1.27115,1
-4.92569,1.27115,1
6.11554,0.00256241,1
-6.11554,0.00256241,1
5.87301,-0.830806,1
-5.87301,-0.830806,1
5.34805,-0.221058,1
-5.34805,-0.221058,1
6.55392,0.926194,1
-6.55392,0.926194,1
6.82869,-1.31996,0
-6.82869,-1.31996,0
4.5377,-0.273928,0
-4.5377,-0.273928,0
5.27792,1.34731,1
-5.27792,1.34731,1
4.585,0.308884,0
-4.585,0.308884,0
4.65173,-2.27756,1
-4.65173,-2.27756,1
6.53738,-1.40347,1
-6.53738,-1.40347,1
6.56961,-2.17222,0
-6.56961,-2.17222,0
5.50273,1.04363,1
-5.50273,1.04363,1
6.78904,-0.224883,1
-6.78904,-0.224883,1
6.47498,1.29849,1
-6.47498,1.29849,1
5.71872,-0.707194,1
-5.71872,-0.707194,1
6.60624,-0.404718,1
-6.60624,-0.404718,1
6.60333,0.00800442,1
-6.60333,0.00800442,1
6.76186,1.22143,0
-6.76186,1.22143,0
5.19311,0.427904,1
-5.19311,0.427904,1
4.58995,-0.0371885,0
-4.58995,-0.0371885,0
5.93587,-1.41511,1
-5.93587,-1.41511,1
5.01615,1.05022,1
-5.01615,1.05022,1
5.0394,-0.689365,1
-5.0394,-0.689365,1
5.77146,-0.836688,1
-5.77146,-0.836688,1
6.40752,-2.09067,0
-6.40752,-2.09067,0
6.20467,-1.39035,1
-6.20467,-1.39035,1
6.64944,-2.16599,0
-6.64944,-2.16599,0
5.45138,-1.79193,1
-5.45138,-1.79193,1
6.49032,-0.985707,1
-6.49032,-0.985707,1
5.0654,-1.51067,1
-5.0654,-1.51067,1
4.3801,-0.691749,0
-4.3801,-0.691749,0
5.20995,-2.15889,1
-5.20995,-2.15889,1
6.47011,-0.0601915,1
-6.47011,-0.0601915,1
5.22674,-0.0889175,1
-5.22674,-0.0889175,1
4.48007,0.0219661,0
-4.48007,0.0219661,0
6.35078,-2.21896,0
-6.35078,-2.21896,0
4.66133,0.361104,0
-4.66133,0.361104,0
4.90616,-0.958811,0
-4.90616,-0.958811,0
6.90142,1.62676,0
-6.90142,1.62676,0
6.55836,-0.498964,1
-6.55836,-0.498964,1
4.34235,-0.777513,0
-4.34235,-0.777513,0
6.70853,0.741255,1
-6.70853,0.741255,1
5.70988,-0.220315,1
-5.70988,-0.220315,1
6.69652,2.40778,0
-6.69652,2.40778,0
4.68695,0.369697,0
-4.68695,0.369697,0
6.49167,0.67906,1
-6.49167,0.67906,1
5.46786,1.61493,1
-5.46786,1.61493,1
5.05081,-0.650913,1
-5.05081,-0.650913,1
5.62552,-2.0917,1
-5.62552,-2.0917,1
6.73065,1.62282,0
-6.73065,1.62282,0
4.83236,1.76076,1
-4.83236,1.76076,1
6.03099,-2.09704,0
-6.03099,-2.09704,0
5.68308,2.15583,1
-5.68308,2.15583,1
6.25031,-1.56307,1
-6.25031,-1.56307,1
5.68902,1.9647,1
-5.68902,1.9647,1
4.77075,0.470064,0
-4.77075,0.470064,0
6.45439,-0.765616,1
-6.45439,-0.765616,1
5.72924,0.514159,1
-5.72924,0.514159,1
6.2564,1.11242,1
-6.2564,1.11242,1
4.52575,1.38297,0
-4.52575,1.38297,0
6.74155,-1.09704,1
-6.74155,-1.09704,1
5.49099,-2.01768,1
-5.49099,-2.01768,1
6.86948,2.47928,0
-6.86948,2.47928,0
6.85359,-2.19885,0
-6.85359,-2.19885,0
6.85282,-2.0296,0
-6.85282,-2.0296,0
6.77084,0.16137,1
-6.77084,0.16137,1
6.12612,1.88789,1
-6.12612,1.88789,1
4.48912,0.423939,0
-4.48912,0.423939,0
6.84357,-1.14694,0
-6.84357,-1.14694,0
4.46159,1.26003,0
-4.46159,1.26003,0
4.78351,-0.130953,0
-4.78351,-0.130953,0
6.88875,2.48957,0
-6.88875,2.48957,0
5.19813,0.349648,1
-5.19813,0.349648,1
6.81537,-1.09468,0
-6.81537,-1.09468,0
6.80815,-2.16806,0
-6.80815,-2.16806,0
5.67133,2.29217,0
-5.67133,2.29217,0
6.6197,-2.44318,0
-6.6197,-2.44318,0
5.25724,0.940362,1
-5.25724,0.940362,1
6.11157,-0.639043,1
-6.11157,-0.639043,1
7.00859,-0.230262,1
-7.00859,-0.230262,1
4.37557,-2.09597,0
-4.37557,-2.09597,0
6.01037,0.342166,1
-6.01037,0.342166,1
5.78263,0.611537,1
-5.78263,0.611537,1
6.7016,-1.67949,0
-6.7016,-1.67949,0
4.4302,-0.191161,0
-4.4302,-0.191161,0
5.9156,2.41535,0
-5.9156,2.41535,0
4.43257,2.1526,0
-4.43257,2.1526,0
5.66391,1.09921,1
-5.66391,1.09921,1
4.69287,-1.01072,0
-4.69287,-1.01072,0
6.42624,-0.0875321,1
-6.42624,-0.0875321,1
5.52143,2.38615,0
-5.52143,2.38615,0
6.24327,0.739277,1
-6.24327,0.739277,1
5.40345,1.06728,1
-5.40345,1.06728,1
6.60721,-0.284196,1
-6.60721,-0.284196,1
4.81979,-0.894299,0
-4.81979,-0.894299,0
5.05398,-2.15493,1
-5.05398,-2.15493,1
5.67759,0.0925003,1
-5.67759,0.0925003,1
6.05705,0.570803,1
-6.05705,0.570803,1
7.04782,2.29951,0
-7.04782,2.29951,0
5.68705,-0.944137,1
-5.68705,-0.944137,1
4.45887,0.518552,0
-4.45887,0.518552,0
5.79663,-0.409652,1
-5.79663,-0.409652,1
5.12074,2.05122,1
-5.12074,2.05122,1
5.6271,0.42523,1
-5.6271,0.42523,1
5.97342,-0.939207,1
-5.97342,-0.939207,1
5.19385,0.17126,1
-5.19385,0.17126,1
5.80528,0.250526,1
-5.80528,0.250526,1
4.48508,-0.465698,0
-4.48508,-0.465698,0
5.06083,-1.86503,1
-5.06083,-1.86503,1
4.77425,0.995891,0
-4.77425,0.995891,0
6.94177,1.60347,0
-6.94177,1.60347,0
5.83212,-1.04796,1
-5.83212,-1.04796,1
4.62814,-0.217025,0
-4.62814,-0.217025,0
4.85265,-0.236208,0
-4.85265,-0.236208,0
4.87963,0.0406684,0
-4.87963,0.0406684,0
4.60872,-2.04833,1
-4.60872,-2.04833,1
4.45835,-1.08704,0
-4.45835,-1.08704,0
6.51805,-1.5606,0
-6.51805,-1.5606,0
5.27507,-0.500372,1
-5.27507,-0.500372,1
6.14208,-2.08959,0
-6.14208,-2.08959,0
4.66271,-0.786483,0
-4.66271,-0.786483,0
6.08895,-0.589072,1
-6.08895,-0.589072,1
4.71762,-2.06982,1
-4.71762,-2.06982,1
4.83604,-0.601666,0
-4.83604,-0.601666,0
4.77166,2.24684,1
-4.77166,2.24684,1
6.5344,-0.492157,1
-6.5344,-0.492157,1
6.61447,-0.19604,1
-6.61447,-0.19604,1
5.16668,1.50908,1
-5.16668,1.50908,1
5.9345,1.42814,1
-5.9345,1.42814,1
5.12319,-0.399946,1
-5.12319,-0.399946,1
4.40893,1.65224,0
-4.40893,1.65224,0
4.38526,0.0908733,0
-4.38526,0.0908733,0
4.88176,-0.908433,0
-4.88176,-0.908433,0
6.90521,1.12392,0
-6.90521,1.12392,0
4.48269,-1.52617,0
-4.48269,-1.52617,0
6.85982,1.92804,0
-6.85982,1.92804,0
4.34522,-1.52342,0
-4.34522,-1.52342,0
4.83064,-1.37685,1
-4.83064,-1.37685,1
4.82359,-1.36769,1
-4.82359,-1.36769,1
6.36591,2.10394,0
-6.36591,2.10394,0
4.51411,-2.08724,0
-4.51411,-2.08724,0
6.08726,-2.16663,0
-6.08726,-2.16663,0
6.84521,-0.92588,1
-6.84521,-0.92588,1
6.25255,1.7925,1
-6.25255,1.7925,1
6.18242,0.498814,1
-6.18242,0.498814,1
6.87961,0.501915,1
-6.87961,0.501915,1
5.03857,-2.20482,1
-5.03857,-2.20482,1
5.84382,0.642585,1
-5.84382,0.642585,1
5.33106,2.45379,0
-5.33106,2.45379,0
4.61878,-1.80982,0
-4.61878,-1.80982,0
6.03836,0.99694,1
-6.03836,0.99694,1
6.60674,-0.241202,1
-6.60674,-0.241202,1
5.04991,-2.37837,1
-5.04991,-2.37837,1
6.30938,1.41513,1
-6.30938,1.41513,1
5.08174,1.18476,1
-5.08174,1.18476,1
4.64863,-0.174973,0
-4.64863,-0.174973,0
5.83427,-0.275319,1
-5.83427,-0.275319,1
6.99236,2.18077,0
-6.99236,2.18077,0
6.13377,-1.40723,1
-6.13377,-1.40723,1
6.65542,2.36099,0
-6.65542,2.36099,0
6.63674,1.26216,1
-6.63674,1.26216,1
5.4651,-0.390005,1
-5.4651,-0.390005,1
4.62638,0.994862,0
-4.62638,0.994862,0
6.38576,-0.676677,1
-6.38576,-0.676677,1
5.40056,-0.814289,1
-5.40056,-0.814289,1
5.32785,-2.46515,0
-5.32785,-2.46515,0
5.40354,1.59742,1
-5.40354,1.59742,1
5.06518,-1.69072,1
-5.06518,-1.69072,1
6.36533,2.48645,0
-6.36533,2.48645,0
4.35459,-1.18932,0
-4.35459,-1.18932,0
4.98775,0.719681,1
-4.98775,0.719681,1
5.61386,-2.28815,0
-5.61386,-2.28815,0
6.58171,0.585017,1
-6.58171,0.585017,1
4.42221,-1.0995,0
-4.42221,-1.0995,0
6.98605,-1.34235,0
-6.98605,-1.34235,0
4.7041,-1.55209,0
-4.7041,-1.55209,0
5.12637,-1.73048,1
-5.12637,-1.73048,1
6.06549,1.92872,1
-6.06549,1.92872,1
4.88803,-0.594917,0
-4.88803,-0.594917,0
6.25773,-0.810062,1
-6.25773,-0.810062,1
4.79874,0.590497,0
-4.79874,0.590497,0
6.21803,1.9918,0
-6.21803,1.9918,0
5.97666,-0.580202,1
-5.97666,-0.580202,1
5.0826,-0.447798,1
-5.0826,-0.447798,1
5.09787,2.18124,1
-5.09787,2.18124,1
6.5753,-2.31816,0
-6.5753,-2.31816,0
5.71123,0.873034,1
-5.71123,0.873034,1
5.77643,0.28974,1
-5.77643,0.28974,1
4.96388,0.760618,1
-4.96388,0.760618,1
4.33724,0.949528,0
-4.33724,0.949528,0
6.67658,0.152402,1
-6.67658,0.152402,1
5.44834,1.49266,1
-5.44834,1.49266,1
6.68212,0.0608712,1
-6.68212,0.0608712,1
4.52831,-0.798143,0
-4.52831,-0.798143,0
5.39642,1.44513,1
-5.39642,1.44513,1
5.4933,1.6884,1
-5.4933,1.6884,1
6.03944,-1.02821,1
-6.03944,-1.02821,1
6.30019,-1.78741,0
-6.30019,-1.78741,0
4.80802,-2.0486,1
-4.80802,-2.0486,1
6.9425,0.259097,1
-6.9425,0.259097,1
5.93437,1.20245,1
-5.93437,1.20245,1
6.92942,1.9271,0
-6.92942,1.9271,0
4.97822,-2.33004,1
-4.97822,-2.33004,1
7.00662,0.452301,1
-7.00662,0.452301,1
4.98885,0.174321,0
-4.98885,0.174321,0
5.82954,1.5227,1
-5.82954,1.5227,1
5.15507,-0.525489,1
-5.15507,-0.525489,1
6.72612,2.05863,0
-6.72612,2.05863,0
6.47814,-1.98719,0
-6.47814,-1.98719,0
4.68992,-0.14859,0
-4.68992,-0.14859,0
5.47043,-0.173646,1
-5.47043,-0.173646,1
6.56478,-0.0310348,1
-6.56478,-0.0310348,1
6.13945,-1.35336,1
-6.13945,-1.35336,1
6.94425,-1.68243,0
-6.94425,-1.68243,0
6.40133,-1.9281,0
-6.40133,-1.9281,0
6.10786,-2.1576,0
-6.10786,-2.1576,0
5.36496,-0.342057,1
-5.36496,-0.342057,1
4.56355,2.47013,1
-4.56355,2.47013,1
6.57848,-1.09718,1
-6.57848,-1.09718,1
4.39172,-1.85004,0
-4.39172,-1.85004,0
5.47791,0.473967,1
-5.47791,0.473967,1
4.38387,2.1868,0
-4.38387,2.1868,0
4.60648,-2.42426,1
-4.60648,-2.42426,1
4.35451,1.08477,0
-4.35451,1.08477,0
4.44512,0.680686,0
-4.44512,0.680686,0
6.33607,-0.77631,1
-6.33607,-0.77631,1
6.54271,-0.482378,1
-6.54271,-0.482378,1
6.4525,0.00967113,1
-6.4525,0.00967113,1
4.6703,-1.15106,0
-4.6703,-1.15106,0
4.5033,-0.53625,0
-4.5033,-0.53625,0
6.31055,1.56162,1
-6.31055,1.56162,1
6.37916,2.34209,0
-6.37916,2.34209,0
5.86103,0.229286,1
-5.86103,0.229286,1
5.52573,1.32692,1
-5.52573,1.32692,1
5.32331,1.9738,1
-5.32331,1.9738,1
4.65301,1.48096,0
-4.65301,1.48096,0
6.35306,1.43925,1
-6.35306,1.43925,1
5.60866,2.45839,0
-5.60866,2.45839,0
6.8308,-0.0213469,1
-6.8308,-0.0213469,1
4.45101,-0.557148,0
-4.45101,-0.557148,0
4.79545,1.89187,1
-4.79545,1.89187,1
6.41656,-1.24415,1
-6.41656,-1.24415,1
6.75303,-0.0444065,1
-6.75303,-0.0444065,1
6.90542,0.820451,1
-6.90542,0.820451,1
4.73712,-2.46537,1
-4.73712,-2.46537,1
4.40755,2.31313,0
-4.40755,2.31313,0
6.05994,2.04165,0
-6.05994,2.04165,0
6.01977,-1.26143,1
-6.01977,-1.26143,1
6.59824,0.338525,1
-6.59824,0.338525,1
6.02755,-1.77428,1
-6.02755,-1.77428,1
5.72934,2.41823,0
-5.72934,2.41823,0
5.86401,1.49576,1
-5.86401,1.49576,1
5.38662,-1.73093,1
-5.38662,-1.73093,1
5.43709,0.385768,1
-5.43709,0.385768,1
7.0131,1.15312,0
-7.0131,1.15312,0
5.81437,-1.81264,1
-5.81437,-1.81264,1
4.76783,1.84164,1
-4.76783,1.84164,1
5.93615,-0.842356,1
-5.93615,-0.842356,1
5.41652,2.3983,0
-5.41652,2.3983,0
5.38416,-1.59185,1
-5.38416,-1.59185,1
6.32331,2.14662,0
-6.32331,2.14662,0
6.44099,-2.16818,0
-6.44099,-2.16818,0
6.73687,-2.14109,0
-6.73687,-2.14109,0
4.71477,1.88178,1
-4.71477,1.88178,1
4.57079,1.19779,0
-4.57079,1.19779,0
6.02748,1.97664,1
-6.02748,1.97664,1
5.01634,1.50054,1
-5.01634,1.50054,1
7.04973,-1.32129,0
-7.04973,-1.32129,0
5.69341,-1.03649,1
-5.69341,-1.03649,1
5.11926,-2.40765,0
-5.11926,-2.40765,0
6.75077,2.4647,0
-6.75077,2.4647,0
6.82317,-0.564626,1
-6.82317,-0.564626,1
5.7084,-0.579028,1
-5.7084,-0.579028,1
4.90504,1.15466,1
-4.90504,1.15466,1
6.82317,0.0189601,1
-6.82317,0.0189601,1
4.89538,2.23518,1
-4.89538,2.23518,1
5.65161,-2.46095,0
-5.65161,-2.46095,0
6.89693,1.47717,0
-6.89693,1.47717,0
6.66332,0.0735571,1
-6.66332,0.0735571,1
6.6808,1.3589,0
-6.6808,1.3589,0
5.38232,1.13914,1
-5.38232,1.13914,1
7.06308,-2.07115,0
-7.06308,-2.07115,0
5.57124,-1.98888,1
-5.57124,-1.98888,1
5.11028,0.639602,1
-5.11028,0.639602,1
5.50876,-0.188338,1
-5.50876,-0.188338,1
4.89984,0.259753,0
-4.89984,0.259753,0
6.6648,0.742198,1
-6.6648,0.742198,1
4.68337,-2.26535,1
-4.68337,-2.26535,1
6.69883,1.62591,0
-6.69883,1.62591,0
4.59418,0.00913315,0
-4.59418,0.00913315,0
6.49989,-0.212024,1
-6.49989,-0.212024,1
7.0097,-1.38907,0
-7.0097,-1.38907,0
4.49535,2.26053,1
-4.49535,2.26053,1
4.70199,0.0527884,0
-4.70199,0.0527884,0
5.59483,0.0100423,1
-5.59483,0.0100423,1
5.5931,0.147336,1
-5.5931,0.147336,1
6.56133,-1.5604,0
-6.56133,-1.5604,0
5.85253,-1.53232,1
-5.85253,-1.53232,1
5.38331,0.339005,1
-5.38331,0.339005,1
5.80195,-2.31903,0
-5.80195,-2.31903,0
6.66265,0.110436,1
-6.66265,0.110436,1
5.90132,2.1819,0
-5.90132,2.1819,0
5.43849,0.0951993,1
-5.43849,0.0951993,1
4.40509,0.631292,0
-4.40509,0.631292,0
6.53133,0.0743689,1
-6.53133,0.0743689,1
5.50635,-0.0125104,1
-5.50635,-0.0125104,1
4.42761,-1.81513,0
-4.42761,-1.81513,0
5.75617,-0.278347,1
-5.75617,-0.278347,1
6.86973,-1.01095,0
-6.86973,-1.01095,0
5.73501,1.19952,1
-5.73501,1.19952,1
5.78296,2.4804,0
-5.78296,2.4804,0
4.84209,0.540012,0
-4.84209,0.540012,0
6.80022,0.951646,1
-6.80022,0.951646,1
5.52495,-1.42956,1
-5.52495,-1.42956,1
6.62156,2.09425,0
-6.62156,2.09425,0
5.47922,0.897253,1
-5.47922,0.897253,1
6.68062,-0.478208,1
-6.68062,-0.478208,1
5.04625,1.98868,1
-5.04625,1.98868,1
6.63469,0.537335,1
-6.63469,0.537335,1
6.52683,-0.538759,1
-6.52683,-0.538759,1
5.74085,-1.30949,1
-5.74085,-1.30949,1
5.50751,-1.70112,1
-5.50751,-1.70112,1
5.92984,-0.726306,1
-5.92984,-0.726306,1
6.17826,1.48122,1
-6.17826,1.48122,1
5.84329,-1.45223,1
-5.84329,-1.45223,1
6.97237,0.3629,1
-6.97237,0.3629,1
6.54532,-2.43166,0
-6.54532,-2.43166,0
4.61893,-0.00495372,0
-4.61893,-0.00495372,0
4.94985,0.394618,0
-4.94985,0.394618,0
5.61986,-1.50143,1
-5.61986,-1.50143,1
6.14527,0.803889,1
-6.14527,0.803889,1
5.99136,-2.2627,0
-5.99136,-2.2627,0
5.69292,-0.399658,1
-5.69292,-0.399658,1
5.53103,-0.670734,1
-5.53103,-0.670734,1
5.86163,-1.79081,1
-5.86163,-1.79081,1
7.0426,1.07623,0
-7.0426,1.07623,0
6.65372,-2.33289,0
-6.65372,-2.33289,0
5.76626,2.20974,0
-5.76626,2.20974,0
6.8309,0.256775,1
-6.8309,0.256775,1
5.44775,-2.3469,0
-5.44775,-2.3469,0
4.59016,1.60488,0
-4.59016,1.60488,0
6.34239,0.967706,1
-6.34239,0.967706,1
6.17286,-0.85489,1
-6.17286,-0.85489,1
6.88031,-0.178755,1
-6.88031,-0.178755,1
6.45919,0.340507,1
-6.45919,0.340507,1
4.85877,-0.174165,0
-4.85877,-0.174165,0
6.28037,0.128215,1
-6.28037,0.128215,1
6.25464,2.25419,0
-6.25464,2.25419,0
6.29176,0.645782,1
-6.29176,0.645782,1
6.97989,1.79824,0
-6.97989,1.79824,0
6.36337,-2.22788,0
-6.36337,-2.22788,0
6.91277,-1.10881,0
-6.91277,-1.10881,0
5.87615,2.08341,0
-5.87615,2.08341,0
5.91748,-2.3428,0
-5.91748,-2.3428,0
5.45222,1.28181,1
-5.45222,1.28181,1
6.83614,1.01775,1
-6.83614,1.01775,1
4.92303,0.254226,0
-4.92303,0.254226,0
5.45563,2.22699,1
-5.45563,2.22699,1
6.92787,-0.473088,1
-6.92787,-0.473088,1
6.85165,0.17578,1
-6.85165,0.17578,1
6.02999,1.2634,1
-6.02999,1.2634,1
5.99791,-1.38147,1
-5.99791,-1.38147,1
5.16985,-0.461113,1
-5.16985,-0.461113,1
5.04041,-1.64673,1
-5.04041,-1.64673,1
6.79046,-0.806841,1
-6.79046,-0.806841,1
5.88257,-1.31157,1
-5.88257,-1.31157,1
5.29742,-0.6219,1
-5.29742,-0.6219,1
6.90801,-0.600838,1
-6.90801,-0.600838,1
4.85367,-1.17082,0
-4.85367,-1.17082,0
6.89846,-1.50539,0
-6.89846,-1.50539,0
4.63773,0.75811,0
-4.63773,0.75811,0
5.21777,0.816663,1
-5.21777,0.816663,1
5.21809,1.47396,1
-5.21809,1.47396,1
6.20391,-1.15909,1
-6.20391,-1.15909,1
5.37888,1.93709,1
-5.37888,1.93709,1
6.12324,-1.18375,1
-6.12324,-1.18375,1
6.0648,-0.371397,1
-6.0648,-0.371397,1
4.74666,1.2204,0
-4.74666,1.2204,0
5.51167,-1.23161,1
-5.51167,-1.23161,1
5.47936,-1.60399,1
-5.47936,-1.60399,1
5.46776,-0.588855,1
-5.46776,-0.588855,1
6.47045,0.43082,1
-6.47045,0.43082,1
4.68977,1.86803,1
-4.68977,1.86803,1
5.70057,0.225836,1
-5.70057,0.225836,1
6.00949,-2.42588,0
-6.00949,-2.42588,0
4.85483,-1.65989,1
-4.85483,-1.65989,1
6.01429,1.48493,1
-6.01429,1.48493,1
6.89119,1.74335,0
-6.89119,1.74335,0
5.96546,-0.807033,1
-5.96546,-0.807033,1
4.33783,-1.07963,0
-4.33783,-1.07963,0
5.46307,-2.04411,1
-5.46307,-2.04411,1
4.48474,1.84014,0
-4.48474,1.84014,0
5.37992,2.44436,0
-5.37992,2.44436,0
5.96775,-2.40357,0
-5.96775,-2.40357,0
5.74397,1.53841,1
-5.74397,1.53841,1
6.43658,2.24738,0
-6.43658,2.24738,0
4.89926,-0.523564,0
-4.89926,-0.523564,0
4.92446,1.1502,1
-4.92446,1.1502,1
5.36891,2.04749,1
-5.36891,2.04749,1
5.35394,-2.18258,1
-5.35394,-2.18258,1
6.23809,1.39321,1
-6.23809,1.39321,1
5.1531,1.9047,1
-5.1531,1.9047,1
4.85527,-2.1763,1
-4.85527,-2.1763,1
5.06443,-1.08757,1
-5.06443,-1.08757,1
6.66057,1.34401,0
-6.66057,1.34401,0
6.91674,0.177154,1
-6.91674,0.177154,1
5.49869,-1.47827,1
-5.49869,-1.47827,1
6.68814,2.05178,0
-6.68814,2.05178,0
5.40303,1.31644,1
-5.40303,1.31644,1
6.65717,-0.867372,1
-6.65717,-0.867372,1
4.36554,-2.03318,0
-4.36554,-2.03318,0
4.97986,1.40663,1
-4.97986,1.40663,1
5.43869,1.09427,1
-5.43869,1.09427,1
5.81648,0.790205,1
-5.81648,0.790205,1
4.88818,1.57629,1
-4.88818,1.57629,1
4.67843,-0.503614,0
-4.67843,-0.503614,0
7.02645,-1.19344,0
-7.02645,-1.19344,0
4.98458,-1.8337,1
-4.98458,-1.8337,1
4.89878,2.38989,1
-4.89878,2.38989,1
5.65171,0.641291,1
-5.65171,0.641291,1
4.97162,1.72882,1
-4.97162,1.72882,1
5.05813,0.848215,1
-5.05813,0.848215,1
5.47365,0.657297,1
-5.47365,0.657297,1
6.3369,1.23551,1
-6.3369,1.23551,1
6.84359,0.782283,1
-6.84359,0.782283,1
6.21269,-1.56919,1
-6.21269,-1.56919,1
6.63725,1.32178,1
-6.63725,1.32178,1
5.68347,1.69982,1
-5.68347,1.69982,1
4.47942,1.25372,0
-4.47942,1.25372,0
5.82946,1.31274,1
-5.82946,1.31274,1
6.20415,2.33899,0
-6.20415,2.33899,0
4.82718,-0.186638,0
-4.82718,-0.186638,0
6.38947,1.99802,0
-6.38947,1.99802,0
5.76916,1.94789,1
-5.76916,1.94789,1
5.83973,1.8216,1
-5.83973,1.8216,1
5.53809,1.73645,1
-5.53809,1.73645,1
5.88918,-1.76317,1
-5.88918,-1.76317,1
7.00794,-2.48763,0
-7.00794,-2.48763,0
5.49563,-0.756189,1
-5.49563,-0.756189,1
5.60714,-0.145893,1
-5.60714,-0.145893,1
6.78188,2.22762,0
-6.78188,2.22762,0
5.93655,0.0429852,1
-5.93655,0.0429852,1
5.42928,2.4953,0
-5.42928,2.4953,0
4.87627,-1.93535,1
-4.87627,-1.93535,1
6.95163,-1.53356,0
-6.95163,-1.53356,0
6.14362,2.20842,0
-6.14362,2.20842,0
6.10059,0.667554,1
-6.10059,0.667554,1
5.65763,-1.92901,1
-5.65763,-1.92901,1
4.74845,0.794404,0
-4.74845,0.794404,0
4.95512,-0.246552,0
-4.95512,-0.246552,0
5.2111,2.39345,0
-5.2111,2.39345,0
6.44514,-0.134622,1
-6.44514,-0.134622,1
5.21346,1.88374,1
-5.21346,1.88374,1
6.73309,-0.262702,1
-6.73309,-0.262702,1
6.18716,-0.999954,1
-6.18716,-0.999954,1
7.02264,-0.498873,0
-7.02264,-0.498873,0
5.87325,-0.955497,1
-5.87325,-0.955497,1
5.20444,0.629388,1
-5.20444,0.629388,1
6.40365,-2.40604,0
-6.40365,-2.40604,0
6.67482,2.44439,0
-6.67482,2.44439,0
5.29712,-1.35778,1
-5.29712,-1.35778,1
4.93193,1.88192,1
-4.93193,1.88192,1
6.31688,-1.18422,1
-6.31688,-1.18422,1
5.6472,-0.313677,1
-5.6472,-0.313677,1
5.33565,1.3581,1
-5.33565,1.3581,1
5.85291,1.65325,1
-5.85291,1.65325,1
5.90829,-1.4199,1
-5.90829,-1.4199,1
4.43752,-0.0759919,0
-4.43752,-0.0759919,0
7.05385,2.43934,0
-7.05385,2.43934,0
6.85522,1.2643,0
-6.85522,1.2643,0
6.12268,1.30202,1
-6.12268,1.30202,1
6.06539,-1.83344,1
-6.06539,-1.83344,1
5.05159,-0.00683412,1
-5.05159,-0.00683412,1
6.08369,0.823964,1
-6.08369,0.823964,1
5.14633,-0.632163,1
-5.14633,-0.632163,1
6.22549,2.03069,0
-6.22549,2.03069,0
5.20286,2.35182,1
-5.20286,2.35182,1
4.55515,-1.19716,0
-4.55515,-1.19716,0
7.04105,1.01227,0
-7.04105,1.01227,0
4.77315,-2.4438,1
-4.77315,-2.4438,1
4.63805,0.352541,0
-4.63805,0.352541,0
6.27845,-1.72269,1
-6.27845,-1.72269,1
6.9201,2.24695,0
-6.9201,2.24695,0
7.01156,0.0275668,1
-7.01156,0.0275668,1
5.22306,-0.0827048,1
-5.22306,-0.0827048,1
5.81849,1.54079,1
-5.81849,1.54079,1
4.95344,-1.8982,1
-4.95344,-1.8982,1
5.14492,-0.62622,1
-5.14492,-0.62622,1
5.49621,0.995521,1
-5.49621,0.995521,1
6.82504,2.01022,0
-6.82504,2.01022,0
6.40372,2.23389,0
-6.40372,2.23389,0
4.97964,-1.27582,1
-4.97964,-1.27582,1
6.02911,-1.86967,1
-6.02911,-1.86967,1
6.48546,1.24557,1
-6.48546,1.24557,1
5.49958,0.112665,1
-5.49958,0.112665,1
4.49535,-1.61275,0
-4.49535,-1.61275,0
5.8401,1.75032,1
-5.8401,1.75032,1
6.92264,1.73642,0
-6.92264,1.73642,0
6.13627,-2.16614,0
-6.13627,-2.16614,0
4.63066,-0.996521,0
-4.63066,-0.996521,0
6.28431,0.602074,1
-6.28431,0.602074,1
5.55868,0.712054,1
-5.55868,0.712054,1
4.40957,-1.88912,0
-4.40957,-1.88912,0
4.46004,-2.39711,1
-4.46004,-2.39711,1
5.93856,-0.390836,1
-5.93856,-0.390836,1
4.85924,0.141921,0
-4.85924,0.141921,0
5.30875,0.364921,1
-5.30875,0.364921,1
6.63829,-0.882755,1
-6.63829,-0.882755,1
5.75009,1.47343,1
-5.75009,1.47343,1
6.62968,1.23558,1
-6.62968,1.23558,1
4.35873,-0.235736,0
-4.35873,-0.235736,0
4.67542,-2.33417,1
-4.67542,-2.33417,1
5.73102,-1.87561,1
-5.73102,-1.87561,1
4.61782,-0.976515,0
-4.61782,-0.976515,0
6.43012,0.282066,1
-6.43012,0.282066,1
5.31523,0.292109,1
-5.31523,0.292109,1
6.46908,-1.21684,1
-6.46908,-1.21684,1
5.02369,-0.764607,1
-5.02369,-0.764607,1
7.05013,-2.29729,0
-7.05013,-2.29729,0
6.42803,1.01931,1
-6.42803,1.01931,1
5.70439,-2.27002,0
-5.70439,-2.27002,0
6.50189,-0.278944,1
-6.50189,-0.278944,1
4.50133,2.19755,1
-4.50133,2.19755,1
5.92144,-1.866,1
